"customerkey","name","gender","datefirstpurchase","addressline1","city","state","country","salesterritorykey"
27502,"Tyler NULL Thompson","M","2022-01-30","4144 Tahoe Place","Westminster","British Columbia","Canada",6
27503,"Warren D Shen","M","2022-08-03","6963 Santa Monica Drive","Chicago","Illinois","United States",3
27504,"Rebecca F Lopez","F","2021-12-07","156 East Lake Court","Lake Oswego","Oregon","United States",1
27505,"Bonnie L. Skelly","F","2022-08-28","6091 MountainAire Parkway","Burlingame","California","United States",4
27506,"Carla NULL Srini","F","2022-07-15","4399 Shuey Ave","Burlingame","California","United States",4
27507,"Valerie R Li","F","2023-01-07","6749 East 23rd Street","Colma","California","United States",4
27508,"James K Edwards","M","2021-12-14","1819 Weston Court","Berkeley","California","United States",4
27509,"Zachary G Johnson","M","2022-03-20","1959 Altura Drive","Yakima","Washington","United States",1
27510,"Cole Q Bailey","M","2022-10-27","6253 Panorama Dr.","Burlingame","California","United States",4
27511,"Bethany NULL Goel","F","2022-07-25","1474 Bentley Ct.","Port Macquarie","New South Wales","Australia",9
27512,"Joe L Lopez","M","2022-07-02","1996 Glenhaven Ave South","Rhodes","New South Wales","Australia",9
27513,"Cara L Zheng","F","2022-07-05","3586 Orchid Ct.","Sunbury","Victoria","Australia",9
27514,"Daisy NULL Navarro","F","2022-07-22","7427 Grove Way","Bendigo","Victoria","Australia",9
27515,"Keith P Becker","M","2022-07-01","4077 Chinquapin Ct","Coffs Harbour","New South Wales","Australia",9
27516,"Charles M Murphy","M","2023-01-02","8586 Mellowood Street","Sydney","New South Wales","Australia",9
27517,"Jessie R Xu","M","2022-07-30","6917 Delaware Court","Bendigo","Victoria","Australia",9
27518,"Stefanie NULL Perez","F","2022-05-06","4601 Sundance Drive","South Melbourne","Victoria","Australia",9
27519,"Alejandro A Li","M","2022-11-30","5086 Coachman Place","Matraville","New South Wales","Australia",9
27520,"Francis J Navarro","M","2022-05-18","1289 Pine St","Perth","South Australia","Australia",9
27521,"Gabriel G Foster","M","2021-12-26","8470 Cliffside Drive","Chula Vista","California","United States",4
27522,"Madeline A Carter","F","2022-08-02","7281 Running Springs Rd.","Metchosin","British Columbia","Canada",6
27523,"Kayla E Martin","F","2021-12-19","7207 Peabody Road","Bellingham","Washington","United States",1
27524,"Denise C Suri","F","2021-12-23","7177 Danesta Dr.","Burien","Washington","United States",1
27525,"Ariana K Sanders","F","2022-03-08","8742 Twinview Place","Edmonds","Washington","United States",1
27526,"Ramon D Ma","M","2022-03-22","8565 Marie Drive","Beverly Hills","California","United States",4
27527,"Tina NULL Sanchez","F","2021-12-15","4155 Bayberry Dr.","Concord","California","United States",4
27528,"Jade D Stewart","F","2022-09-10","2058 Richard Ave","Los Angeles","California","United States",4
27529,"Rachel S White","F","2022-08-22","9512 Adria Dr.","San Carlos","California","United States",4
27530,"Maria NULL Ross","F","2022-03-24","7134 Oakwood Cir","Spring Valley","California","United States",4
27531,"Abigail E Bailey","F","2021-12-12","2431 Keith Court","Renton","Washington","United States",1
27532,"Kaitlyn NULL Flores","F","2022-12-29","1596 Bryce Dr","Lynnwood","Washington","United States",1
27533,"Allison C Perez","F","2022-04-16","4890 Hacienda","Bellflower","California","United States",4
27534,"Candace NULL Chapman","F","2021-12-07","7173 Oak Creek Ct","Burlingame","California","United States",4
27535,"Ian K Cook","M","2021-12-05","9234 Westbury Drive","San Francisco","California","United States",4
27536,"Victoria R Wilson","F","2021-11-25","794 Singingwood Court","Victoria","British Columbia","Canada",6
27537,"Amanda A Bryant","F","2021-12-05","5520 Sierra Ridge","Oakland","California","United States",4
27538,"José J Jackson","M","2023-01-20","508 Somerset Place","Beaverton","Oregon","United States",1
27539,"Samuel L Winston","M","2021-12-26","3372 Mobile Lane","Colma","California","United States",4
27540,"Jacqueline L Butler","F","2021-12-18","3995 Sudden Loop","Glendale","California","United States",4
27541,"Samantha NULL Martin","F","2021-12-07","2381 Tupelo Drive","Novato","California","United States",4
27542,"Jessica M Rivera","F","2021-12-06","1329 San Jose","Everett","Washington","United States",1
27543,"Katherine P Griffin","F","2021-12-09","8374 Vista Del Diablo","Oakland","California","United States",4
27544,"Marissa NULL Hayes","F","2021-12-19","8275 Tea Lane","Berkeley","California","United States",4
27545,"Lucas NULL Garcia","M","2021-11-25","8308 Fox Way","Langley","British Columbia","Canada",6
27546,"Jackson A Ross","M","2021-12-21","5473 Sunshine","Lakewood","California","United States",4
27547,"Kevin C Hill","M","2021-12-03","5146 Shadow Falls Drive","Torrance","California","United States",4
27548,"Mason NULL Green","M","2022-12-23","3909 Lavetta Way","Ballard","Washington","United States",1
27549,"Hunter M Johnson","M","2021-11-28","1958 Weaver Court","Walla Walla","Washington","United States",1
27550,"Marcus L Blue","M","2021-11-27","4631 Hilltop Dr.","Westminster","British Columbia","Canada",6
27551,"Antonio E Long","M","2021-12-06","4024 Dos Encinas","Corvallis","Oregon","United States",1
27552,"Shannon C Guo","F","2021-12-07","9277 Ridgewood Court","Coronado","California","United States",4
27553,"Julia M Sanders","F","2021-11-29","9520 Milburn Dr.","San Carlos","California","United States",4
27554,"Jordyn J West","F","2021-12-16","4051 Sun View Terrace","La Jolla","California","United States",4
27555,"Isabella NULL Alexander","F","2021-12-10","8714 St. Paul Way","Torrance","California","United States",4
27556,"Amanda NULL Cox","F","2021-12-26","643 Tri-state Ave.","W. Linn","Oregon","United States",1
27557,"Richard NULL Thomas","M","2021-11-02","9790 Deer Creek Lane","Metchosin","British Columbia","Canada",6
27558,"Caleb J Kumar","M","2021-12-06","7415 Chaparral Court","Sedro Woolley","Washington","United States",1
27559,"Emily R Rodriguez","F","2021-12-24","8826 D Argyll","Spokane","Washington","United States",1
27560,"Grace M Patterson","F","2021-11-22","9011 Blackburn Ct.","Oak Bay","British Columbia","Canada",6
27561,"Kimberly L Brooks","F","2022-02-26","1526 Green Road","West Covina","California","United States",4
27562,"Haley S Bailey","F","2023-01-24","5643 Palms Dr.","Vancouver","British Columbia","Canada",6
27563,"Devin NULL Bennett","M","2022-06-28","1154 Regina Lane","W. Linn","Oregon","United States",1
27564,"Kevin NULL Lal","M","2022-05-26","856 Summit View Dr","Burbank","California","United States",4
27565,"Kayla L Wood","F","2022-02-27","1142 Firestone Dr.","Downey","California","United States",4
27566,"Tristan NULL Long","M","2022-06-19","6035 Lacorso Dr.","Torrance","California","United States",4
27567,"Miranda J Foster","F","2022-11-10","9761 Martindale Drive","Sedro Woolley","Washington","United States",1
27568,"Miguel NULL Evans","M","2021-12-25","5766 Newcastle Road","Milwaukie","Oregon","United States",1
27569,"Jocelyn E Wood","F","2021-12-10","8192 Scenic Ct","Woodland Hills","California","United States",4
27570,"Natasha NULL Navarro","F","2021-12-04","1029 Birchwood Dr","Burien","Washington","United States",1
27571,"Shannon NULL Gao","F","2021-12-27","7772 Golden Meadow","Colma","California","United States",4
27572,"Isaiah NULL Carter","M","2021-12-09","9136 San Remo Ct.","El Cajon","California","United States",4
27573,"Hunter NULL Lal","M","2021-12-05","8299 Leed Court West","Torrance","California","United States",4
27574,"Madeline D Hill","F","2021-12-17","3064 Whyte Park Ave.","Santa Monica","California","United States",4
27575,"Emma J Wilson","F","2021-11-30","8195 Geary Ct.","Burbank","California","United States",4
27576,"Caroline NULL Gonzales","F","2021-12-11","2562 Meadowbrook Drive","Milwaukie","Oregon","United States",1
27577,"Patrick K Cook","M","2020-01-06","3488 Cook St.","Port Orchard","Washington","United States",1
27578,"Courtney NULL Carter","F","2020-01-14","6681 Golf Club Rd.","Lakewood","California","United States",4
27579,"Bruce NULL Suarez","M","2022-10-18","2943 Eagle Peak Road","Chula Vista","California","United States",4
27580,"Krista L Blanco","F","2022-10-06","4215 Greenhills Circle","Sydney","New South Wales","Australia",9
27581,"Phillip NULL Kapoor","M","2022-08-10","1907 Pinecrest Dr","Hervey Bay","Queensland","Australia",9
27582,"Latoya A Nath","F","2022-08-08","1362 Geary Road","Brisbane","Queensland","Australia",9
27583,"Calvin E Xu","M","2022-08-08","1779 Rose Drive","Cloverdale","South Australia","Australia",9
27584,"Tina C Malhotra","F","2022-08-21","7076 Sol Street","South Melbourne","Victoria","Australia",9
27585,"Candace NULL Subram","F","2022-08-14","30 Sun View Terr.","Hobart","Tasmania","Australia",9
27586,"Jenny NULL She","F","2022-11-16","3829 Baltic Sea Ct.","Coffs Harbour","New South Wales","Australia",9
27587,"Cara NULL Li","F","2022-11-24","4315 Glenside Ct.","Silverwater","New South Wales","Australia",9
27588,"Virginia M Chandra","F","2022-11-23","3120 Levee Rd.","Lavender Bay","New South Wales","Australia",9
27589,"Derek L Yuan","M","2022-12-01","1407 Leslie Ave.","Wollongong","New South Wales","Australia",9
27590,"Dominic B Lopez","M","2022-12-23","4092 Meager Dr.","Melbourne","Victoria","Australia",9
27591,"Gerald M Serrano","M","2022-12-21","4107 St. Raphael Drive","Darlinghurst","New South Wales","Australia",9
27592,"Hector NULL Ruiz","M","2022-08-10","3623 Houston Ct.","Newcastle","New South Wales","Australia",9
27593,"Jorge NULL Lin","M","2022-09-15","2369 Whitehaven Dr.","Darlinghurst","New South Wales","Australia",9
27594,"Nicolas A Andersen","M","2022-03-12","5473 Sunshine","North Sydney","New South Wales","Australia",9
27595,"Jamie S Wu","F","2022-12-18","5435 Jacobsen Street","Malabar","New South Wales","Australia",9
27596,"Edgar A Raman","M","2022-04-20","283 Winterberry Ct","Caloundra","Queensland","Australia",9
27597,"Carl NULL Jai","M","2022-09-28","6242 Cleveland Avenue","Townsville","Queensland","Australia",9
27598,"Marco NULL Gonzalez","M","2022-09-01","5951 Balance Ct.","Warrnambool","Victoria","Australia",9
27599,"Cory B Subram","M","2022-09-11","1240 Hitchcock","Sunbury","Victoria","Australia",9
27600,"Destiny J Sanchez","F","2022-10-17","8380 Paso Del Rio Court","Spring Valley","California","United States",4
27601,"Sydney C Rogers","F","2020-01-02","1016 Park Avenue","Burbank","California","United States",4
27602,"Wyatt C Campbell","M","2021-12-17","1578 Grand Drive","Langley","British Columbia","Canada",6
27603,"Mya L Barnes","F","2022-07-06","5195 Donald Dr","Novato","California","United States",4
27604,"Richard NULL Brooks","M","2020-01-07","5005 Appalachian Dr.","Port Orchard","Washington","United States",1
27605,"Miguel NULL Martinez","M","2020-01-26","5656 Via Delaware","Sedro Woolley","Washington","United States",1
27606,"Courtney A Edwards","F","2020-01-01","1627 Ashford Court","Milwaukie","Oregon","United States",1
27607,"Joshua A Martin","M","2022-03-21","1826 Corte Del Sol","Metchosin","British Columbia","Canada",6
27608,"Hector E Hernandez","M","2022-11-04","9204 Lexington Road","Bellingham","Washington","United States",1
27609,"Audrey J Alonso","F","2022-07-02","1961 Sahara Drive","Beverly Hills","California","United States",4
27610,"Jeremy NULL Washington","M","2022-05-18","2189 Alamo Way","Spring Valley","California","United States",4
27611,"Jack W Edwards","M","2020-01-26","6177 Golf Club Road","El Cajon","California","United States",4
27612,"Lucas NULL Hill","M","2020-01-03","8521 C Mt. Hood Circle","Berkeley","California","United States",4
27613,"Alexia NULL Washington","F","2021-12-04","P.O. Box 1052","Oak Bay","British Columbia","Canada",6
27614,"Warren NULL Ye","M","2020-01-16","4224 Almond Avve","Bellingham","Washington","United States",1
27615,"Maria E Henderson","F","2020-01-20","9830 Corcoran Road","La Jolla","California","United States",4
27616,"Emma W Brown","F","2019-12-31","3455 Southbrook Dr.","Lemon Grove","California","United States",4
27617,"Morgan NULL Phillips","F","2020-01-12","9191 Camelback Ct.","Olympia","Washington","United States",1
27618,"Melanie NULL Diaz","F","2022-08-03","1525 Waterhigh St","Spokane","Washington","United States",1
27619,"Joseph F Lee","M","2022-07-11","8713 Yosemite Ct.","Chula Vista","California","United States",4
27620,"Nicole A Hughes","F","2022-09-22","9472 Juliet Court","Colma","California","United States",4
27621,"Edward NULL Brown","M","2019-12-31","2226 Cleveland Avenue","Santa Monica","California","United States",4
27622,"Lucas NULL Wilson","M","2022-09-02","1555 Lace Drive","Bremerton","Washington","United States",1
27623,"Christian L Jackson","M","2020-01-11","6059 Dutch Slough Rd.","Lincoln Acres","California","United States",4
27624,"Connor NULL Russell","M","2022-02-01","359 Pleasant Hill Rd","San Gabriel","California","United States",4
27625,"Alexandria W Hughes","F","2020-01-11","3407 Oak Brook Place","Lake Oswego","Oregon","United States",1
27626,"Connor NULL Hayes","M","2022-11-22","1681 Lighthouse Way","Downey","California","United States",4
27627,"Jason M Yang","M","2022-08-11","2441 Talbart St.","Long Beach","California","United States",4
27628,"Jasmine NULL Hughes","F","2022-08-05","4650 Carlos Dr.","Langford","British Columbia","Canada",6
27629,"Jose D Bryant","M","2022-12-30","9082 Rolling Green Circle","Port Orchard","Washington","United States",1
27630,"Xavier A Coleman","M","2022-05-19","6682 Fountainhead Ct.","Chula Vista","California","United States",4
27631,"Gabriella NULL Phillips","F","2022-03-17","8434 Kenmore","Oakland","California","United States",4
27632,"Sheila M Ortega","F","2022-09-29","4501 Terrace Road","Cliffside","British Columbia","Canada",6
27633,"Richard NULL Russell","M","2022-07-12","8155 Arnold Dr.","Victoria","British Columbia","Canada",6
27634,"Jacqueline S Cooper","F","2022-11-15","3888 Pastime Drive","Westminster","British Columbia","Canada",6
27635,"Grace E Perry","F","2022-12-15","7943 Cunha Ct.","Burien","Washington","United States",1
27636,"Paige NULL Murphy","F","2020-01-11","8650 Branch Street","Issaquah","Washington","United States",1
27637,"Gabrielle NULL Cook","F","2022-07-04","2786 Class Avenue","Lebanon","Oregon","United States",1
27638,"Marcus T Brooks","M","2022-06-02","7008 Buckingham Dr.","Marysville","Washington","United States",1
27639,"Emma H Price","F","2022-07-28","3886 Delta View Ln.","Walla Walla","Washington","United States",1
27640,"Lauren NULL Thomas","F","2023-01-27","8786 Croyden Dr.","Concord","California","United States",4
27641,"Miranda NULL Alexander","F","2020-01-28","3740 Azalea Avenue","El Cajon","California","United States",4
27642,"Kayla G Johnson","F","2022-09-21","290 Shale Drive","La Jolla","California","United States",4
27643,"Austin NULL Henderson","M","2022-10-12","5485 Wee Donegal","Shawnee","British Columbia","Canada",6
27644,"Alexandria A Sanchez","F","2022-09-18","9411 Glenwood Dr.","Issaquah","Washington","United States",1
27645,"Colin G Anand","M","2019-12-30","7626 Sinclair Avenue","Coronado","California","United States",4
27646,"Jackson L Li","M","2020-01-13","7182 Benedict Ct","Imperial Beach","California","United States",4
27647,"Daniel L Moore","M","2023-01-11","8672 Price Lane","San Gabriel","California","United States",4
27648,"Chase NULL Rogers","M","2022-07-12","1862 Court Lane","Walla Walla","Washington","United States",1
27649,"Evan C Bailey","M","2020-01-16","8546 Wilson Court","Seattle","Washington","United States",1
27650,"Richard NULL Griffin","M","2022-09-21","4524 P St.","Lake Oswego","Oregon","United States",1
27651,"Jeremy NULL Murphy","M","2020-01-25","4487 Ahwanee Lane","Concord","California","United States",4
27652,"Miguel G Foster","M","2022-08-05","2397 Hamlet","Woodburn","Oregon","United States",1
27653,"Kellie NULL Rubio","F","2022-05-18","8323 Rock Oak Road","Cliffside","British Columbia","Canada",6
27654,"Carrie E Diaz","F","2022-03-28","2690 Frayne Ct.","Berkeley","California","United States",4
27655,"Melinda NULL Alvarez","F","2022-10-11","4192 May Rd.","Coronado","California","United States",4
27656,"Gabriel NULL Bryant","M","2022-08-05","6588 St George Dr","Vancouver","British Columbia","Canada",6
27657,"Frederick NULL Chandra","M","2022-11-28","5698 Elmonte Drive","Chicago","Illinois","United States",3
27658,"Cole NULL Gray","M","2022-04-03","5988 H Pine Creek Way","Corvallis","Oregon","United States",1
27659,"Jesse NULL Lopez","M","2022-01-28","4800 Atchinson Stage Ct.","Seattle","Washington","United States",1
27660,"Gerald A Carlson","M","2022-12-24","2753 Rubiem Ct.","Concord","California","United States",4
27661,"Christopher F Martinez","M","2022-02-24","7299 Pheasant Ct.","National City","California","United States",4
27662,"Bianca G Zheng","F","2020-01-24","5149 Thistle Court","Burbank","California","United States",4
27663,"Aaron P Collins","M","2020-01-25","6767 Stinson","Santa Cruz","California","United States",4
27664,"Luis NULL Roberts","M","2022-04-15","621 Winding Lane","West Covina","California","United States",4
27665,"Miguel NULL Patterson","M","2022-05-28","5133 Serrana Ct.","Daly City","California","United States",4
27666,"Alyssa L Garcia","F","2020-01-06","5975 Grove Way","Fremont","California","United States",4
27667,"Jessica M Sanchez","F","2020-01-19","6670 Del Rey St","Daly City","California","United States",4
27668,"Kevin NULL Gonzalez","M","2020-01-03","1299 Bundros Court","Kirkland","Washington","United States",1
27669,"Katelyn I Allen","F","2020-01-25","9602 C St.","Coronado","California","United States",4
27670,"Kayla W Long","F","2020-01-12","2597 Sand Pointe Lane","Novato","California","United States",4
27671,"Jeremiah D Martinez","M","2020-01-09","9963 Pacific","Ballard","Washington","United States",1
27672,"Justin W Brown","M","2020-08-25","2038 Sundance Drive","Oak Bay","British Columbia","Canada",6
27673,"Jennifer M Young","F","2020-01-28","4943 Tupelo Drive","Bremerton","Washington","United States",1
27674,"Gabrielle NULL Rivera","F","2022-08-20","3681 South St.","Lincoln Acres","California","United States",4
27675,"Arianna M Bell","F","2022-06-14","6210 Mt. Tooth Place","Salem","Oregon","United States",1
27676,"Trevor NULL Flores","M","2023-01-13","5608 Montanya Court","Redwood City","California","United States",4
27677,"Marissa NULL Powell","F","2022-07-22","4644 St. Andrews Way","Burien","Washington","United States",1
27678,"Angel NULL Carter","M","2020-02-17","6440 Co Road","Lake Oswego","Oregon","United States",1
27679,"Kayla NULL Walker","F","2022-07-29","1867 Royal Ann Lane","Puyallup","Washington","United States",1
27680,"Benjamin D Foster","M","2022-04-07","2853 Rollinghill Way","Chula Vista","California","United States",4
27681,"Olivia NULL Jackson","F","2020-02-15","9091 Pinecrest Dr.","Chula Vista","California","United States",4
27682,"Jennifer NULL Kelly","F","2022-11-25","2775 Delta View Ln.","Mill Valley","California","United States",4
27683,"Alexandra C Reed","F","2022-09-01","1622 Silver Oaks Place","Beaverton","Oregon","United States",1
27684,"Emma NULL Coleman","F","2022-09-03","4567 Shannon Lane","Edmonds","Washington","United States",1
27685,"Alfredo NULL Torres","M","2022-12-13","5782 Ringing Court","Melbourne","Victoria","Australia",9
27686,"Vincent M Zhang","M","2023-01-28","5891 Maureen Ln","Lane Cove","New South Wales","Australia",9
27687,"Brandy A Madan","F","2022-12-22","6519 Alier Drive","South Melbourne","Victoria","Australia",9
27688,"Arthur NULL Sanz","M","2022-01-28","2707 Virgil Street","Goulburn","New South Wales","Australia",9
27689,"Seth E Walker","M","2022-09-13","5215 Entrada Circle","Hobart","Tasmania","Australia",9
27690,"Jaime T Navarro","F","2022-09-18","6034 Bell Dr.","Findon","South Australia","Australia",9
27691,"Marshall M Goel","M","2022-09-05","5734 Ready Road","Goulburn","New South Wales","Australia",9
27692,"Isaac NULL Lopez","M","2022-09-01","6214 Piedra Dr.","Hervey Bay","Queensland","Australia",9
27693,"Tyrone K Alvarez","M","2022-09-10","7925 Meadow Lane","Milsons Point","New South Wales","Australia",9
27694,"Lee L Gill","M","2022-12-18","3573 Holiday Hills","Wollongong","New South Wales","Australia",9
27695,"Leslie L Blanco","F","2022-11-30","5601 Garrow Drive","Springwood","New South Wales","Australia",9
27696,"Ruben NULL Rana","M","2022-12-07","9369 Alovera Road","Silverwater","New South Wales","Australia",9
27697,"Melvin D Nath","M","2022-12-07","5542 Orchard View Ave","Caloundra","Queensland","Australia",9
27698,"Isabella NULL Bell","F","2022-12-08","7280 Greendell Pl","Rockhampton","Queensland","Australia",9
27699,"Rebecca W Turner","F","2022-12-19","110 Katherine Drive","Brisbane","Queensland","Australia",9
27700,"Barry NULL Arun","M","2022-05-11","6447 Ranch Road","Geelong","Victoria","Australia",9
27701,"Joel NULL Arthur","M","2022-12-20","3613 Eastgate Lane","Darlinghurst","New South Wales","Australia",9
27702,"Darryl NULL Lu","M","2022-12-06","3369 Houston Ct.","Lane Cove","New South Wales","Australia",9
27703,"Meredith NULL Navarro","F","2022-06-22","7007 Cowell Rd.","Melton","Victoria","Australia",9
27704,"Jimmy NULL Romero","M","2022-03-09","3685 Pleasant Hill Rd","East Brisbane","Queensland","Australia",9
27705,"Roger D Pal","M","2022-12-02","744 Ohara Avenue","Hervey Bay","Queensland","Australia",9
27706,"Brianna NULL Flores","F","2022-09-08","3416 Ravenwood Drive","Caloundra","Queensland","Australia",9
27707,"Colleen NULL Raji","F","2022-09-15","1525 Dumbarton St","North Sydney","New South Wales","Australia",9
27708,"Katie D Goel","F","2022-08-31","2245 Fairfield Ave","Rockhampton","Queensland","Australia",9
27709,"Clifford E Lopez","M","2022-09-02","476 Bay Drive","Hobart","Tasmania","Australia",9
27710,"Sean L Bailey","M","2022-10-10","7437 Margaret Ct.","Townsville","Queensland","Australia",9
27711,"Barbara NULL Tang","F","2022-09-30","6991 Mauna Kea Court","Warrnambool","Victoria","Australia",9
27712,"Teresa R Munoz","F","2022-12-26","8277 Pinole Valley Rd.","Hervey Bay","Queensland","Australia",9
27713,"Lacey M Zhao","F","2022-12-08","6922 Hamlet","Cranbourne","Victoria","Australia",9
27714,"Omar NULL Pal","M","2022-12-12","4456 Eastgate","Goulburn","New South Wales","Australia",9
27715,"Mya E Ross","F","2022-12-07","109 Clay Road","Hervey Bay","Queensland","Australia",9
27716,"Albert E Ramos","M","2022-06-29","9993 Oak Grove Rd.","Lavender Bay","New South Wales","Australia",9
27717,"Ebony A Romero","F","2022-12-04","53 Odin Dr","Rhodes","New South Wales","Australia",9
27718,"Franklin C Shan","M","2022-06-11","5869 Heights Avenue","St. Leonards","New South Wales","Australia",9
27719,"Nathan NULL King","M","2022-10-05","3400 Krueger Drive","Bendigo","Victoria","Australia",9
27720,"Arturo A Wang","M","2022-03-02","1707 Poor Ridge Court","Hervey Bay","Queensland","Australia",9
27721,"Clayton NULL Pal","M","2022-10-23","6751 Del Rio Ln.","Silverwater","New South Wales","Australia",9
27722,"Melvin M Jai","M","2022-10-08","8142 Longbrood Way","St. Leonards","New South Wales","Australia",9
27723,"Ruth NULL Sullivan","F","2022-12-20","4392 Ahneita Dr.","Brisbane","Queensland","Australia",9
27724,"Tyler L Martin","M","2022-09-26","3620 Temple Drive","Shawnee","British Columbia","Canada",6
27725,"Samuel NULL Sharma","M","2022-10-24","1475 Doyle","N. Vancouver","British Columbia","Canada",6
27726,"Sophia NULL Hall","F","2020-02-04","8327 Roundhouse Place","Lemon Grove","California","United States",4
27727,"Chloe R Hill","F","2022-03-22","7551 Santa Lucia","San Diego","California","United States",4
27728,"Colleen S Deng","F","2022-11-23","7255 Virginia Hills Drive","Hervey Bay","Queensland","Australia",9
27729,"Sophia M Phillips","F","2022-02-11","1328 Castle Hill Road","Lynnwood","Washington","United States",1
27730,"Isabella NULL Cox","F","2022-05-06","4304 Dos Rios Drive","Ballard","Washington","United States",1
27731,"Gabriel T Shan","M","2022-12-12","8724 String Drive","Shawnee","British Columbia","Canada",6
27732,"Katherine NULL White","F","2022-11-09","6613 Thornhill Place","Walla Walla","Washington","United States",1
27733,"Ronald P Subram","M","2022-12-12","4113 Pershing Dr","Perth","South Australia","Australia",9
27734,"Aaron J McDonald","M","2022-06-05","3101 South Villa Way","Oak Bay","British Columbia","Canada",6
27735,"Shelby S Sanders","F","2023-01-24","2588 San Vincente Drive","Everett","Washington","United States",1
27736,"Mackenzie NULL Young","F","2022-12-01","4257 Crown Court","Woodburn","Oregon","United States",1
27737,"Brandon C Taylor","M","2022-05-22","9574 Bancroft Road","Redwood City","California","United States",4
27738,"Kaylee M Parker","F","2022-09-20","8392 Carrick Ct.","Cliffside","British Columbia","Canada",6
27739,"Marie NULL Moreno","F","2022-05-15","121 Keith Court","Cliffside","British Columbia","Canada",6
27740,"Jodi NULL Nath","F","2022-03-17","5496 Village Pl.","Burien","Washington","United States",1
27741,"Gabrielle NULL Foster","F","2023-01-21","1488 Guadalupe Dr.","Burien","Washington","United States",1
27742,"Devin H Jones","M","2022-11-03","3394 Near Drive","Lebanon","Oregon","United States",1
27743,"Stefanie E Garcia","F","2022-12-09","4494 El Campo Ct","Geelong","Victoria","Australia",9
27744,"Gilbert NULL Pal","M","2022-01-21","5707 Bellwood Court","Springwood","New South Wales","Australia",9
27745,"Levi A Sanchez","M","2022-01-06","7226 Casa Real","Lavender Bay","New South Wales","Australia",9
27746,"Dale H Raje","M","2022-02-27","9925 Wildberry Court","St. Leonards","New South Wales","Australia",9
27747,"Edward NULL Henderson","M","2022-12-01","7234 Relief Valley Ct.","Edmonds","Washington","United States",1
27748,"Luis J Patterson","M","2022-10-02","6500 South Street","Milwaukie","Oregon","United States",1
27749,"Alexis A Brown","F","2022-08-14","8876 Wawona Lane","Burbank","California","United States",4
27750,"Carlos D Phillips","M","2022-09-16","1728 Woodside Ct.","Burlingame","California","United States",4
27751,"Zoe L Cooper","F","2022-05-29","1456 Lake Pl.","Fremont","California","United States",4
27752,"Christian NULL Butler","M","2020-08-19","929 Birchbark Place","Victoria","British Columbia","Canada",6
27753,"Steven NULL Morgan","M","2022-03-21","7623 Cloudview Dr.","W. Linn","Oregon","United States",1
27754,"Marcus A Gonzalez","M","2022-08-22","7364 Mason Dr","La Jolla","California","United States",4
27755,"Alyssa L Jenkins","F","2022-05-06","734 Selena Court","Woodland Hills","California","United States",4
27756,"Angela M Ward","F","2022-07-17","7822 Mt. Tooth Place","Sooke","British Columbia","Canada",6
27757,"Bobby NULL Van","M","2022-03-25","20 Estudello","Cliffside","British Columbia","Canada",6
27758,"Sara P Cox","F","2022-03-25","7218 Canyon Way","Vancouver","British Columbia","Canada",6
27759,"Alexandria NULL Brooks","F","2020-02-17","325 Meager Dr","Renton","Washington","United States",1
27760,"Latasha C Bradley","F","2022-05-30","6, place de Fontenoy","Pantin","Seine Saint Denis","France",7
27761,"Monica G Madan","F","2022-06-11","Postfach 8 77 8","Berlin","Saarland","Germany",8
27762,"Shawn P Yuan","M","2022-11-06","8661 Peabody Road","Berks","England","United Kingdom",10
27763,"Stephanie V Wright","F","2022-10-05","2, avenue des Laurentides","Saint-Denis","Seine Saint Denis","France",7
27764,"Jaclyn NULL Becker","F","2022-10-14","2141, rue Saint-Lazare","Paris","Seine (Paris)","France",7
27765,"Jerry NULL Tang","M","2022-01-20","Postfach 22 99 99","Frankfurt","Bayern","Germany",8
27766,"Joel NULL Vance","M","2022-01-03","Erlenweg 5194","Dresden","Hessen","Germany",8
27767,"Brandy J Arun","F","2021-12-28","Hans-Rosenthal-Platz 4612","Solingen","Nordrhein-Westfalen","Germany",8
27768,"Deanna C Madan","F","2022-10-17","3, rue Jean Mermoz","Orleans","Loiret","France",7
27769,"Marie NULL Madan","F","2022-10-23","91, rue Royale","Paris","Seine (Paris)","France",7
27770,"Autumn J Zhao","F","2022-02-22","Moritzstr 4500","Erlangen","Bayern","Germany",8
27771,"Terrance M Subram","M","2022-10-05","98, rue Montcalm","Roubaix","Nord","France",7
27772,"Darrell NULL Goel","M","2022-03-07","1, rue de l´Avenir","Morangis","Essonne","France",7
27773,"Alan M Li","M","2022-11-20","82, cours Mirabeau","Orly","Val de Marne","France",7
27774,"Marc W Munoz","M","2022-02-20","Carlsplatz 41","Stuttgart","Saarland","Germany",8
27775,"Nina R Shen","F","2022-06-24","Zollstr 68","Erlangen","Bayern","Germany",8
27776,"Audrey NULL Gomez","F","2022-11-13","909, rue Saint Denis","Paris","Seine (Paris)","France",7
27777,"Jarred NULL Martin","M","2022-02-20","Husemann Straße 7574","München","Hamburg","Germany",8
27778,"Tabitha NULL Garcia","F","2022-08-01","8671 Westwood Lane","London","England","United Kingdom",10
27779,"Jordan NULL Washington","M","2022-11-15","1861, boulevard Beau Marchais","Chatou","Yveline","France",7
27780,"Christy A Andersen","F","2022-11-14","42, boulevard Tremblay","Dunkerque","Nord","France",7
